Date/Time,Temp_C,Dew Point Temp_C,Rel Hum_%,Wind Speed_km/h,Visibility_km,Press_kPa,Weather,rain
1/1/2012 0:00,-1.8,-3.9,86,4,8,101.24,2,18.5356
1/1/2012 1:00,-1.8,-3.7,87,4,8,101.24,2,16.2548
1/1/2012 2:00,-1.8,-3.4,89,7,4,101.26,3,70.7981
1/1/2012 3:00,-1.5,-3.2,88,6,4,101.27,3,66.1616
1/1/2012 4:00,-1.5,-3.3,88,7,4.8,101.23,2,267.215
1/1/2012 5:00,-1.4,-3.3,87,9,6.4,101.27,2,341.042
1/1/2012 6:00,-1.5,-3.1,89,7,6.4,101.29,2,540.907
1/1/2012 7:00,-1.4,-3.6,85,7,8,101.26,2,493.21
1/1/2012 8:00,-1.4,-3.6,85,9,8,101.23,2,291.549
1/1/2012 9:00,-1.3,-3.1,88,15,4,101.2,2,199.171
1/1/2012 10:00,-1,-2.3,91,9,1.2,101.15,2,126.285
1/1/2012 11:00,-0.5,-2.1,89,7,4,100.98,2,1.69035
1/1/2012 12:00,-0.2,-2,88,9,4.8,100.79,2,1.29152
1/1/2012 13:00,0.2,-1.7,87,13,4.8,100.58,2,0.14722
1/1/2012 14:00,0.8,-1.1,87,20,4.8,100.31,2,62.7686
1/1/2012 15:00,1.8,-0.4,85,22,6.4,100.07,2,229.589
1/1/2012 16:00,2.6,-0.2,82,13,12.9,99.93,2,302.197
1/1/2012 17:00,3,0,81,13,16.1,99.81,2,528.775
1/1/2012 18:00,3.8,1,82,15,12.9,99.74,3,415.257
1/1/2012 19:00,3.1,1.3,88,15,12.9,99.68,3,435.166
1/1/2012 20:00,3.2,1.3,87,19,25,99.5,2,282.872
1/1/2012 21:00,4,1.7,85,20,25,99.39,2,76.6518
1/1/2012 22:00,4.4,1.9,84,24,19.3,99.32,3,4.48053
1/1/2012 23:00,5.3,2,79,30,25,99.31,2,6.51869
1/2/2012 0:00,5.2,1.5,77,35,25,99.26,3,2.4001
1/2/2012 1:00,4.6,0,72,39,25,99.26,2,16.7112
1/2/2012 2:00,3.9,-0.9,71,32,25,99.26,2,35.0165
1/2/2012 3:00,3.7,-1.5,69,33,25,99.3,2,79.8924
1/2/2012 4:00,2.9,-2.3,69,32,25,99.26,2,206.714
1/2/2012 5:00,2.6,-2.3,70,32,25,99.21,2,606.088
1/2/2012 6:00,2.3,-2.6,70,26,25,99.18,2,376.786
1/2/2012 7:00,2,-2.9,70,33,25,99.14,2,401.075
1/2/2012 8:00,1.9,-3.3,68,39,24.1,99.14,2,288.777
1/2/2012 9:00,1.8,-3.7,67,44,24.1,99.14,2,190.116
1/2/2012 10:00,1.5,-4.1,66,43,24.1,99.18,2,53.8007
1/2/2012 11:00,2.2,-3.5,66,30,24.1,99.19,2,0.0104
1/2/2012 12:00,1.7,-6.2,56,48,24.1,99.21,1,0.3257
1/2/2012 13:00,1.1,-6.5,57,37,24.1,99.27,2,40.4723
1/2/2012 14:00,1.1,-6.8,56,33,24.1,99.33,2,32.017
1/2/2012 15:00,0,-7,59,33,24.1,99.41,2,169.242
1/2/2012 16:00,-0.7,-8.7,55,24,24.1,99.5,2,317.756
1/2/2012 17:00,-2.1,-9.5,57,22,25,99.66,3,525.691
1/2/2012 18:00,-4.1,-11.4,57,28,25,99.86,2,707.404
1/2/2012 19:00,-4.8,-12.1,57,24,25,100,2,367.376
1/2/2012 20:00,-5.6,-13.4,54,24,25,100.07,3,181.867
1/2/2012 21:00,-5.8,-12.8,58,26,25,100.15,3,72.9881
1/2/2012 22:00,-7,-14.7,54,20,25,100.26,2,32.9518
1/2/2012 23:00,-7.4,-14.1,59,17,19.3,100.27,3,1.97838
1/3/2012 0:00,-9,-16,57,28,25,100.35,3,7.07224
1/3/2012 1:00,-9.7,-17.2,54,20,25,100.43,2,22.9071
1/3/2012 2:00,-10.5,-15.8,65,22,12.9,100.53,3,78.9631
1/3/2012 3:00,-11.3,-18.7,54,33,25,100.61,3,203.005
1/3/2012 4:00,-12.6,-20.1,53,24,25,100.68,2,315.752
1/3/2012 5:00,-12.9,-19.1,60,22,25,100.76,3,224.887
1/3/2012 6:00,-13.3,-19.3,61,19,25,100.85,3,559.799
1/3/2012 7:00,-14,-19.5,63,19,25,100.95,3,624.073
1/3/2012 8:00,-14.8,-21.3,58,26,24.1,101.07,2,623.689
1/3/2012 9:00,-15,-21.9,56,19,24.1,101.2,2,133.63
1/3/2012 10:00,-15.3,-22.2,56,24,24.1,101.29,2,4.91701
1/3/2012 11:00,-14.9,-22.2,54,22,24.1,101.33,2,7.61877
1/3/2012 12:00,-14.9,-22.6,52,20,24.1,101.34,1,13.9546
1/3/2012 13:00,-15.1,-22.4,54,22,24.1,101.34,1,65.6833
1/3/2012 14:00,-14.9,-22.9,50,22,24.1,101.38,1,53.425
1/3/2012 15:00,-14.8,-22.2,53,19,24.1,101.44,1,29.6299
1/3/2012 16:00,-15.3,-22.9,52,22,24.1,101.51,1,229.508
1/3/2012 17:00,-15.8,-23.2,53,22,24.1,101.58,1,357.968
1/3/2012 18:00,-16.3,-23.8,52,24,25,101.64,1,487.922
1/3/2012 19:00,-16.9,-24.8,50,24,25,101.74,1,388.641
1/3/2012 20:00,-17.3,-25.4,49,24,25,101.82,1,212.273
1/3/2012 21:00,-17,-24.6,52,15,25,101.86,2,185.89
1/3/2012 22:00,-17.1,-24.6,52,20,25,101.86,2,48.9485
1/3/2012 23:00,-17.3,-24.2,55,17,25,101.87,2,0.01352
1/4/2012 0:00,-17.5,-24.2,56,13,25,101.88,2,10.7854
1/4/2012 1:00,-17.9,-24.1,58,11,25,101.86,1,28.6799
1/4/2012 2:00,-18.1,-23.8,61,15,25,101.89,1,123.023
1/4/2012 3:00,-18.5,-24.6,59,13,25,101.88,1,115.429
1/4/2012 4:00,-18.5,-24.6,59,13,25,101.82,1,234.761
1/4/2012 5:00,-18.6,-24,62,9,25,101.77,1,549.54
1/4/2012 6:00,-18.5,-24.1,61,11,25,101.74,2,327.091
1/4/2012 7:00,-18.2,-24.1,60,11,25,101.75,2,223.517
1/4/2012 8:00,-17.8,-24.2,57,17,24.1,101.73,2,269.975
1/4/2012 9:00,-16.8,-22.5,61,9,24.1,101.68,2,51.2185
1/4/2012 10:00,-15.2,-20.6,63,7,24.1,101.54,2,9.41034
1/4/2012 11:00,-14.2,-21.1,56,13,24.1,101.41,2,13.5853
1/4/2012 12:00,-13.7,-21.7,51,11,24.1,101.25,3,7.99686
1/4/2012 13:00,-12.4,-20.1,53,11,24.1,101.07,2,12.5831
1/4/2012 14:00,-11.3,-19,53,7,19.3,100.97,3,8.35921
1/4/2012 15:00,-10.2,-16.3,61,11,9.7,100.89,3,44.7567
1/4/2012 16:00,-9.4,-15.5,61,13,19.3,100.79,3,281.536
1/4/2012 17:00,-8.9,-13.2,71,9,4.8,100.76,3,786.245
1/4/2012 18:00,-8.9,-12.6,75,11,9.7,100.69,3,454.244
1/4/2012 19:00,-8.4,-12.7,71,9,16.1,100.65,3,696.272
1/4/2012 20:00,-7.8,-12.1,71,9,16.1,100.61,3,239.95
1/4/2012 21:00,-7.6,-11.6,73,7,11.3,100.54,3,70.0824
1/4/2012 22:00,-9.5,-12.7,77,6,9.7,100.5,3,3.32205
1/4/2012 23:00,-9.6,-12.6,79,6,9.7,100.42,3,0.06706
1/5/2012 0:00,-8.8,-11.7,79,4,9.7,100.32,3,3.05691
1/5/2012 1:00,-7.5,-10.2,81,0,9.7,100.29,3,5.51192
1/5/2012 2:00,-5.4,-8.3,80,9,8,100.28,3,0.05684
1/5/2012 3:00,-5,-7.7,81,11,9.7,100.24,3,297.624
1/5/2012 4:00,-4.1,-6.5,83,9,4.8,100.21,3,209.147
1/5/2012 5:00,-7,-9.5,82,4,4,100.19,3,732.781
1/5/2012 6:00,-8.2,-10.7,82,6,6.4,100.26,3,353.252
1/5/2012 7:00,-7.1,-9.7,82,9,9.7,100.31,3,407.441
1/5/2012 8:00,-6.1,-9.1,79,11,9.7,100.39,3,193.233
1/5/2012 9:00,-6.6,-10.1,76,9,24.1,100.42,1,162.603
1/5/2012 10:00,-6,-10,73,17,48.3,100.45,1,15.8119
1/5/2012 11:00,-5.6,-10.2,70,22,48.3,100.41,1,10.6704
1/5/2012 12:00,-4.7,-9.6,69,20,48.3,100.38,1,8.7212
1/5/2012 13:00,-4.4,-9.7,66,26,48.3,100.4,1,23.461
1/5/2012 14:00,-5.1,-10.7,65,22,48.3,100.46,1,42.3547
1/5/2012 15:00,-4.3,-12,55,26,48.3,100.52,1,118.086
1/5/2012 16:00,-5,-12.7,55,19,24.1,100.6,1,266.631
1/5/2012 17:00,-6.7,-14.1,56,11,25,100.65,1,547.481
1/5/2012 18:00,-7.1,-14.4,56,11,25,100.71,1,767.513
1/5/2012 19:00,-9.2,-15.4,61,7,25,100.8,1,306.786
1/5/2012 20:00,-9.8,-15.7,62,9,25,100.83,1,273.808
1/5/2012 21:00,-9,-14.8,63,13,25,100.83,1,177.51
1/5/2012 22:00,-9.9,-15.7,63,7,25,100.85,2,25.508
1/5/2012 23:00,-9.4,-15.5,61,9,25,100.83,2,0.04428
1/6/2012 0:00,-9.6,-16.8,56,13,25,100.81,2,14.8878
1/6/2012 1:00,-10,-17.3,55,17,25,100.81,2,5.67389
1/6/2012 2:00,-10.5,-16.5,61,9,25,100.84,2,53.2531
1/6/2012 3:00,-10.6,-16,64,0,9.7,100.76,3,120.237
1/6/2012 4:00,-11.3,-16.1,68,15,3.2,100.7,3,326.943
1/6/2012 5:00,-11.8,-16,71,19,2.8,100.61,3,605.515
1/6/2012 6:00,-12,-16.2,71,22,4.8,100.58,3,495.969
1/6/2012 7:00,-14.4,-16.3,85,22,2.4,100.52,3,737.185
1/6/2012 8:00,-12.3,-16.2,73,24,11.3,100.51,3,383.276
1/6/2012 9:00,-12.5,-16.7,71,26,19.3,100.53,3,153.624
1/6/2012 10:00,-12.3,-16.3,72,28,16.1,100.47,3,15.4586
1/6/2012 11:00,-12,-16,72,17,24.1,100.36,3,0.00822
1/6/2012 12:00,-11.7,-15.4,74,28,19.3,100.23,3,2.25106
1/6/2012 13:00,-11.9,-15.6,74,20,24.1,100.13,3,29.7185
1/6/2012 14:00,-11.2,-14.8,75,19,19.3,100.07,3,76.6334
1/6/2012 15:00,-11.5,-14.4,79,19,12.9,100.06,3,162.34
1/6/2012 16:00,-11.6,-14.7,78,19,19.3,100.1,3,280.501
1/6/2012 17:00,-11.2,-14.3,78,17,25,100.15,3,432.564
1/6/2012 18:00,-10.5,-13.6,78,17,19.3,100.12,2,468.194
1/6/2012 19:00,-10.5,-13.4,79,15,25,100.13,2,334.72
1/6/2012 20:00,-10.2,-13,80,11,25,100.15,2,185.82
1/6/2012 21:00,-9.5,-12.5,79,9,25,100.13,2,218.287
1/6/2012 22:00,-9.3,-12.2,79,11,19.3,100.16,2,130.107
1/6/2012 23:00,-9,-12,79,7,16.1,100.15,2,4.99061
1/7/2012 0:00,-8.7,-11.7,79,6,16.1,100.13,2,1.3331
1/7/2012 1:00,-8.5,-11.4,80,0,19.3,100.11,2,52.7534
1/7/2012 2:00,-8.1,-11.1,79,4,19.3,100.15,2,65.26
1/7/2012 3:00,-7.8,-10.8,79,4,19.3,100.12,2,109.438
1/7/2012 4:00,-7.5,-10.5,79,6,19.3,100.1,2,320.563
1/7/2012 5:00,-6.9,-9.7,80,4,19.3,100.12,2,766.414
1/7/2012 6:00,-6.7,-9.5,80,7,16.1,100.12,2,632.049
1/7/2012 7:00,-7,-9.7,81,7,16.1,100.16,2,608.192
1/7/2012 8:00,-6.4,-9,82,9,8,100.1,3,201.041
1/7/2012 9:00,-6.1,-8.7,82,7,9.7,100.15,3,244.715
1/7/2012 10:00,-5.7,-8,84,7,8,100.13,3,21.013
1/7/2012 11:00,-5.4,-7.7,84,9,9.7,100.08,3,19.4961
1/7/2012 12:00,-5.5,-7.8,84,13,9.7,100.05,3,0.29132
1/7/2012 13:00,-4.8,-7.2,83,15,9.7,100.07,3,33.7543
1/7/2012 14:00,-4.4,-6.9,83,6,8,100.09,3,13.1223
1/7/2012 15:00,-3.7,-6.1,83,11,8,100.09,3,227.216
1/7/2012 16:00,-3.6,-5.9,84,0,8,100.15,3,354.499
1/7/2012 17:00,-3.1,-5.4,84,13,8,100.27,3,522.397
1/7/2012 18:00,-3.2,-5.3,85,6,9.7,100.33,3,624.896
1/7/2012 19:00,-3,-5,86,6,8,100.41,3,358.844
1/7/2012 20:00,-1.8,-3.7,87,4,9.7,100.48,3,195.451
1/7/2012 21:00,-1.3,-3.1,88,0,6.4,100.5,3,55.233
1/7/2012 22:00,-1.5,-3,89,4,4,100.54,2,8.40755
1/7/2012 23:00,0.4,-1.5,87,22,9.7,100.62,3,16.6593
1/8/2012 0:00,0.6,-3.2,76,32,25,100.72,2,5.29986
1/8/2012 1:00,-0.6,-4.6,74,32,25,100.8,2,32.7776
1/8/2012 2:00,-1.7,-6.2,71,30,25,100.98,2,81.4802
1/8/2012 3:00,-3.5,-8.3,69,32,25,101.13,1,144.341
1/8/2012 4:00,-4.4,-9.2,69,22,25,101.21,1,438.896
1/8/2012 5:00,-5.9,-10.5,70,13,25,101.33,1,644.838
1/8/2012 6:00,-5.8,-10.8,68,13,25,101.47,2,604.175
1/8/2012 7:00,-5.6,-10.3,69,11,25,101.59,2,423.692
1/8/2012 8:00,-5.9,-10.7,69,11,24.1,101.7,3,247.244
1/8/2012 9:00,-6.4,-11.9,65,17,24.1,101.81,3,140.361
1/8/2012 10:00,-6.5,-11.6,67,17,9.7,101.89,3,52.6143
1/8/2012 11:00,-7.1,-12.6,65,22,24.1,101.92,3,0.92268
1/8/2012 12:00,-6.7,-11.9,66,15,24.1,101.9,3,0.81033
1/8/2012 13:00,-6.5,-12.4,63,15,24.1,101.94,2,7.77238
1/8/2012 14:00,-6.5,-12,65,19,24.1,101.97,2,10.455
1/8/2012 15:00,-6.6,-12.9,61,20,48.3,102.04,2,330.499
1/8/2012 16:00,-6.6,-13.3,59,20,24.1,102.09,2,197.267
1/8/2012 17:00,-7.2,-13.8,59,17,25,102.17,1,603.185
1/8/2012 18:00,-8.1,-14.1,62,17,25,102.23,1,276.94
1/8/2012 19:00,-8,-13.9,62,15,25,102.26,2,437.713
1/8/2012 20:00,-8.3,-13.7,65,15,25,102.28,2,342.129
1/8/2012 21:00,-8.3,-13.9,64,11,25,102.26,2,333.453
1/8/2012 22:00,-8.7,-14,65,7,25,102.22,2,89.3188
1/8/2012 23:00,-9,-13.9,68,7,25,102.22,2,2.12559
1/9/2012 0:00,-9.2,-14.3,66,6,25,102.17,2,0.37143
1/9/2012 1:00,-9.8,-14.5,68,0,25,102.13,2,37.7137
1/9/2012 2:00,-9,-14.1,66,4,25,102.15,2,25.2565
1/9/2012 3:00,-8.8,-13.2,70,0,25,102.11,2,149.653
1/9/2012 4:00,-8.5,-13.2,69,9,25,102.02,2,307.686
1/9/2012 5:00,-8.4,-12.7,71,11,25,101.93,2,570.203
1/9/2012 6:00,-7.7,-11.9,72,11,25,101.86,2,479.862
1/9/2012 7:00,-6.8,-11,72,15,25,101.8,2,340.538
1/9/2012 8:00,-5.9,-10.5,70,13,16.1,101.74,3,319.17
1/9/2012 9:00,-5.4,-9.2,75,11,12.9,101.68,3,298.594
1/9/2012 10:00,-4.8,-8.3,76,9,16.1,101.64,3,74.9472
1/9/2012 11:00,-3.7,-7.2,77,7,24.1,101.54,3,0.08277
1/9/2012 12:00,-2.5,-6.6,73,9,24.1,101.4,2,0.83205
1/9/2012 13:00,-1.7,-5.8,74,7,24.1,101.27,2,4.45144
1/9/2012 14:00,-1.4,-5.1,76,7,24.1,101.2,2,26.2286
1/9/2012 15:00,-1,-5.1,74,9,24.1,101.13,2,186.424
1/9/2012 16:00,-1.3,-5.7,72,11,24.1,101.05,2,300.067
1/9/2012 17:00,-1.4,-5.8,72,15,24.1,100.96,2,583.023
1/9/2012 18:00,-1,-5.6,71,20,25,100.9,2,506.578
1/9/2012 19:00,-1.1,-5.8,70,19,25,100.83,2,478.53
1/9/2012 20:00,-1.5,-6.2,70,15,25,100.77,2,230.131
1/9/2012 21:00,-1.7,-6.3,71,11,25,100.64,2,83.0429
1/9/2012 22:00,-0.3,-6.3,64,19,25,100.54,2,4.25047
1/9/2012 23:00,-0.2,-6.1,64,17,25,100.45,2,5.10306
1/10/2012 0:00,2.5,-5.2,57,30,25,100.38,2,10.3983
1/10/2012 1:00,2.3,-3.4,66,35,25,100.28,3,10.9028
1/10/2012 2:00,1.4,-2.5,75,19,6.4,100.23,3,7.77532
1/10/2012 3:00,1.6,-2,77,28,25,100.16,3,135.889
1/10/2012 4:00,1.2,-1.7,81,26,25,100.07,2,350.062
1/10/2012 5:00,0.8,-1.2,86,30,9.7,100.02,3,429.508
1/10/2012 6:00,0.7,-1.2,87,30,8,100.04,3,316.506
1/10/2012 7:00,1.5,-0.7,85,20,8,100.08,3,806.554
1/10/2012 8:00,1.2,-1.1,85,24,16.1,100.11,2,527.605
1/10/2012 9:00,1.6,-0.8,84,17,19.3,100.23,2,77.1145
1/10/2012 10:00,2,-0.9,81,24,24.1,100.27,2,58.0797
1/10/2012 11:00,2.6,-1.1,77,22,24.1,100.29,1,1.20948
1/10/2012 12:00,1.4,-3.1,72,30,24.1,100.32,2,2.20118
1/10/2012 13:00,0.7,-5.4,64,26,24.1,100.36,2,25.7535
1/10/2012 14:00,-0.2,-6.2,64,26,24.1,100.45,1,103.99
1/10/2012 15:00,-1.4,-7.9,61,30,24.1,100.65,1,82.0514
1/10/2012 16:00,-3.1,-10.9,55,30,24.1,100.81,2,273.926
1/10/2012 17:00,-4,-12,54,17,24.1,100.91,2,434.396
1/10/2012 18:00,-4.9,-12.7,54,15,25,101.04,2,462.428
1/10/2012 19:00,-5.7,-13.8,53,15,25,101.15,2,519.612
1/10/2012 20:00,-6.4,-14.3,53,13,25,101.24,2,306.14
1/10/2012 21:00,-6.6,-13.6,57,9,25,101.32,2,121.032
1/10/2012 22:00,-7.3,-14.7,55,13,25,101.34,2,3.84201
1/10/2012 23:00,-8.6,-15.6,57,19,25,101.44,2,0.70148
1/11/2012 0:00,-9.5,-16.8,55,17,25,101.43,2,25.5379
1/11/2012 1:00,-10.7,-17.8,56,17,25,101.49,1,6.73176
1/11/2012 2:00,-12,-18.9,56,19,25,101.57,1,35.4543
1/11/2012 3:00,-12.7,-19.4,57,19,25,101.64,1,280.166
1/11/2012 4:00,-13.4,-20.1,57,17,25,101.66,1,168.951
1/11/2012 5:00,-13.9,-21,55,19,25,101.66,1,559.224
1/11/2012 6:00,-14.4,-21.1,57,20,25,101.72,1,563.936
1/11/2012 7:00,-14.4,-21,57,13,25,101.77,2,452.636
1/11/2012 8:00,-14.7,-21.4,57,15,24.1,101.8,2,239.818
1/11/2012 9:00,-14.3,-20.8,58,15,24.1,101.81,2,102.363
1/11/2012 10:00,-13.9,-20.9,55,11,19.3,101.89,2,12.7244
1/11/2012 11:00,-13.4,-20.8,54,15,24.1,101.78,2,1.9763
1/11/2012 12:00,-12.7,-20.4,53,17,24.1,101.68,2,6.28317
1/11/2012 13:00,-12.2,-20,52,19,24.1,101.63,2,2.50415
1/11/2012 14:00,-11.4,-19.4,52,20,24.1,101.56,2,35.1278
1/11/2012 15:00,-11.6,-19.9,50,20,24.1,101.61,2,89.4853
1/11/2012 16:00,-11.8,-20.9,47,20,24.1,101.6,2,291.993
1/11/2012 17:00,-11.9,-20.1,51,26,24.1,101.56,2,628.946
1/11/2012 18:00,-12,-19.9,52,24,25,101.51,2,637.45
1/11/2012 19:00,-11.8,-19.2,54,30,25,101.43,2,414.03
1/11/2012 20:00,-11.2,-18.1,57,24,25,101.4,2,658.105
1/11/2012 21:00,-11.2,-16.5,65,19,25,101.32,2,90.2567
1/11/2012 22:00,-10.8,-16,65,22,25,101.29,2,3.28945
1/11/2012 23:00,-10.7,-15.7,67,20,25,101.19,2,5.05268
1/12/2012 0:00,-10,-15.2,66,19,25,101.17,2,0.2034
1/12/2012 1:00,-9.8,-15.2,65,24,25,101.13,2,51.6389
1/12/2012 2:00,-9.4,-15,64,26,25,101.08,2,37.3254
1/12/2012 3:00,-9,-14.7,63,33,25,101.02,2,225.583
1/12/2012 4:00,-8.5,-14.1,64,22,25,100.93,2,217.668
1/12/2012 5:00,-8,-13.7,64,30,25,100.81,2,375.707
1/12/2012 6:00,-7.6,-13.1,65,28,25,100.76,2,264.157
1/12/2012 7:00,-7.3,-12.7,65,28,16.1,100.69,3,741.587
1/12/2012 8:00,-7.1,-11.3,72,33,6.4,100.61,3,163.07
1/12/2012 9:00,-6.8,-10.5,75,33,3.2,100.54,3,111.23
1/12/2012 10:00,-6.2,-9.6,77,35,4.8,100.46,3,21.4818
1/12/2012 11:00,-6,-9.5,76,32,2,100.35,3,5.71822
1/12/2012 12:00,-5.8,-8.9,79,32,4.8,100.22,3,3.75275
1/12/2012 13:00,-5.8,-8.6,81,33,1.2,100.09,3,10.9122
1/12/2012 14:00,-5.7,-8.5,81,28,1.2,99.97,3,0.77195
1/12/2012 15:00,-5.2,-7.6,83,26,0.8,99.9,3,109.904
1/12/2012 16:00,-4.9,-7.3,83,33,0.6,99.88,3,258.384
1/12/2012 17:00,-5.1,-7.6,83,33,1,99.83,3,642.036
1/12/2012 18:00,-5.4,-8.1,81,35,1.2,99.76,3,572.381
1/12/2012 19:00,-5,-7.6,82,30,4,99.72,3,683.449
1/12/2012 20:00,-5,-7.8,81,28,6.4,99.64,3,317.495
1/12/2012 21:00,-4.7,-7.6,80,24,6.4,99.56,3,119.125
1/12/2012 22:00,-4.1,-6.8,81,26,25,99.47,3,143.815
1/12/2012 23:00,-4.6,-7,83,28,3.2,99.4,3,0.42203
1/13/2012 0:00,-5.1,-7.5,83,28,2.4,99.3,3,7.44247
1/13/2012 1:00,-5,-7.7,81,24,4.8,99.24,3,9.08182
1/13/2012 2:00,-4.8,-7.5,81,22,25,99.22,3,18.3886
1/13/2012 3:00,-4.5,-6.9,83,19,4.8,99.19,3,347.585
1/13/2012 4:00,-5,-7.4,83,24,11.3,99.13,2,249.362
1/13/2012 5:00,-5.1,-7.7,82,20,12.9,99.06,2,528.94
1/13/2012 6:00,-5.4,-7.8,83,22,16.1,98.94,2,670.233
1/13/2012 7:00,-5.1,-7.7,82,22,16.1,98.84,2,469.48
1/13/2012 8:00,-5.1,-7.5,83,26,8,98.69,3,219.913
1/13/2012 9:00,-5,-7.3,84,32,4.8,98.56,3,130.232
1/13/2012 10:00,-4.8,-7.2,83,26,12.9,98.44,3,8.96177
1/13/2012 11:00,-4.8,-7.3,83,28,9.7,98.22,3,0.20418
1/13/2012 12:00,-4.8,-7.5,81,24,2,98.07,3,14.6215
1/13/2012 13:00,-4.9,-7.3,83,20,1.2,97.99,3,8.2562
1/13/2012 14:00,-4.8,-7,85,6,2,98.07,3,95.8359
1/13/2012 15:00,-4.3,-6.5,85,13,8,98.1,3,109.066
1/13/2012 16:00,-3.7,-6,84,11,6.4,98.16,3,227.869
1/13/2012 17:00,-2.9,-4.8,87,15,1.6,98.23,3,277.9
1/13/2012 18:00,-1.7,-3.3,89,26,16.1,98.32,3,796.267
1/13/2012 19:00,-2.5,-4.5,86,33,2,98.6,3,341.633
1/13/2012 20:00,-3.2,-5.1,87,32,2,98.89,3,258.316
1/13/2012 21:00,-4.8,-7.9,79,37,4.8,99.09,3,179.601
1/13/2012 22:00,-5.5,-10.1,70,32,12.9,99.28,3,9.40578
1/13/2012 23:00,-7.6,-11.2,75,35,9.7,99.51,3,25.1592
1/14/2012 0:00,-8.9,-13.1,72,39,9.7,99.67,3,17.809
1/14/2012 1:00,-9.7,-14.3,69,24,12.9,99.85,3,38.0801
1/14/2012 2:00,-11.2,-15.5,70,28,9.7,100.01,3,28.5818
1/14/2012 3:00,-12,-16.2,71,24,8,100.16,3,85.4605
1/14/2012 4:00,-13.4,-18.9,63,20,16.1,100.26,3,260.88
1/14/2012 5:00,-14.3,-19.8,63,24,25,100.39,2,675.394
1/14/2012 6:00,-15.2,-20.6,63,24,25,100.6,2,656.572
1/14/2012 7:00,-16.8,-22.2,63,26,25,100.73,2,457.57
1/14/2012 8:00,-17.9,-23.5,62,20,24.1,100.84,2,272.553
1/14/2012 9:00,-18,-23.6,61,19,24.1,100.97,2,150.797
1/14/2012 10:00,-18,-23.9,60,22,24.1,101.08,2,24.6582
1/14/2012 11:00,-17.8,-23.9,59,20,24.1,101.14,2,0
1/14/2012 12:00,-17.5,-23.8,58,20,48.3,101.16,2,6.30357
1/14/2012 13:00,-17.1,-24.1,55,17,48.3,101.18,1,10.4603
1/14/2012 14:00,-16.7,-23.4,56,17,48.3,101.2,2,4.49918
1/14/2012 15:00,-16.7,-23.4,56,22,48.3,101.24,2,133.607
1/14/2012 16:00,-16.7,-24.3,52,19,24.1,101.3,2,311.074
1/14/2012 17:00,-17.4,-24.4,54,13,25,101.36,2,586.373
1/14/2012 18:00,-17.7,-24.3,56,20,25,101.46,1,589.271
1/14/2012 19:00,-18.3,-24.4,59,17,25,101.56,1,495.89
1/14/2012 20:00,-19.6,-25.8,58,13,25,101.62,1,233.426
1/14/2012 21:00,-20,-25.9,59,11,25,101.65,2,267.452
1/14/2012 22:00,-19.9,-26,58,13,25,101.74,2,10.2458
1/14/2012 23:00,-20.3,-26.2,59,9,25,101.79,2,0.49404
1/15/2012 0:00,-21.2,-26.8,61,11,25,101.81,2,16.7175
1/15/2012 1:00,-21.1,-26.6,61,9,25,101.86,2,3.23819
1/15/2012 2:00,-21.4,-26.6,63,9,25,101.99,2,60.8157
1/15/2012 3:00,-20.7,-26.1,62,4,25,102.04,2,168.841
1/15/2012 4:00,-21,-26.6,61,0,25,102.12,2,242.222
1/15/2012 5:00,-21.3,-26.5,63,6,25,102.19,2,539.79
1/15/2012 6:00,-23.2,-28.5,62,7,25,102.28,2,611.303
1/15/2012 7:00,-22.8,-28,62,9,25,102.37,1,332.066
1/15/2012 8:00,-23.3,-28.5,62,7,24.1,102.45,1,250.144
1/15/2012 9:00,-22.2,-27.8,60,9,48.3,102.57,1,240.915
1/15/2012 10:00,-20.6,-26.8,58,9,48.3,102.66,1,6.37303
1/15/2012 11:00,-19.3,-26.1,55,9,48.3,102.68,1,6.42947
1/15/2012 12:00,-18,-25.5,52,13,48.3,102.67,1,5.29223
1/15/2012 13:00,-16.8,-24.2,53,20,48.3,102.65,1,23.9319
1/15/2012 14:00,-16,-23.4,53,26,48.3,102.66,1,46.8843
1/15/2012 15:00,-15.4,-22.8,53,24,48.3,102.71,1,73.9789
1/15/2012 16:00,-15.1,-22.8,52,24,48.3,102.79,1,249.852
1/15/2012 17:00,-16.2,-23.2,55,15,25,102.85,1,356.157
1/15/2012 18:00,-16.3,-22.9,57,17,25,102.89,1,701.185
1/15/2012 19:00,-16.3,-22.7,58,20,25,102.94,1,364.867
1/15/2012 20:00,-16.7,-22.4,61,17,25,102.98,1,221.913
1/15/2012 21:00,-16.9,-22.2,63,15,25,103.02,1,111.791
1/15/2012 22:00,-16.9,-21.7,66,17,25,103.07,1,139.852
1/15/2012 23:00,-16.9,-21.4,68,15,25,103.09,1,1.11792
1/16/2012 0:00,-17.1,-21.9,66,15,25,103.09,1,2.36234
1/16/2012 1:00,-17.8,-22.7,65,6,25,103.05,1,29.9072
1/16/2012 2:00,-18.5,-23,68,6,25,103.08,1,58.5361
1/16/2012 3:00,-19.2,-23.8,67,6,25,103.07,1,195.949
1/16/2012 4:00,-18.7,-23.5,66,0,25,103.05,1,293.215
1/16/2012 5:00,-19.1,-23.3,69,0,25,103.02,1,281.272
1/16/2012 6:00,-18.7,-23.2,68,0,25,103.01,1,461.884
1/16/2012 7:00,-17.9,-21.5,73,4,48.3,102.96,1,276.823
